border_tile (64),(-35.7, 0.1, -35.9),(270.0, 0.0, 0.0),(0.8, 0.7, 0.9)
border_tile (63),(-34.7, 0.1, -40.9),(270.0, 0.0, 0.0),(0.9, 0.8, 0.9)
border_tile (178),(-56.7, -0.9, 39.1),(270.0, 0.0, 0.0),(0.6, 0.5, 1.0)
mushroom1 (31),(118.3, 0.1, -86.9),(270.0, 0.0, 0.0),(2.1, 3.2, 1.1)
mushroom1 (15),(-31.7, 0.1, 122.1),(270.0, 0.0, 0.0),(2.1, 3.2, 1.1)
border_tile (24),(137.3, -0.9, -121.9),(270.0, 0.0, 0.0),(1.3, 1.4, 1.3)
border_tile (155),(-119.7, -0.9, 106.1),(270.0, 270.0, 0.0),(1.1, 0.9, 0.9)
grass1 (21),(37.3, 0.1, -34.9),(0.0, 0.0, 0.0),(0.6, 0.8, 1.0)
fence (5),(125.3, 3.1, -73.9),(270.0, 90.0, 0.0),(1.0, 1.0, 1.0)
tower (11),(21.3, 14.1, 184.0),(270.0, 0.0, 0.0),(1.0, 1.0, 1.0)
gate_a (2),(-164.7, 6.1, -188.5),(270.0, 180.0, 0.0),(1.0, 1.0, 1.0)
fence (20),(-61.7, 3.1, 77.1),(270.0, 90.0, 0.0),(1.0, 1.0, 1.0)
box (10),(-49.7, -0.9, 121.1),(270.0, 0.0, 0.0),(0.9, 0.7, 1.0)
border_tile (174),(-60.7, -0.9, 38.1),(270.0, 0.0, 0.0),(1.1, 0.8, 1.0)
border_tile (49),(123.3, -0.9, 108.1),(270.0, 0.0, 0.0),(0.9, 0.8, 1.0)
border_tile (127),(-54.7, -0.9, 85.1),(270.0, 270.0, 0.0),(1.0, 0.7, 0.9)
road_empty (2),(-164.7, -0.9, -1.0),(270.0, 0.0, 0.0),(0.5, 0.4, 1.0)
border_tile (128),(-62.7, -0.9, 85.1),(270.0, 270.0, 0.0),(0.9, 0.7, 0.9)
border_tile (162),(-94.7, -0.9, 47.1),(270.0, 180.1, 0.0),(1.1, 0.9, 0.9)
plane,(1.2, 2.1, -68.8),(0.0, 0.0, 0.0),(1.0, 1.0, 1.0)
mushroom1 (22),(111.3, 0.1, 119.1),(270.0, 0.0, 0.0),(2.1, 3.2, 1.1)
border_tile (118),(-111.7, -0.9, 110.1),(270.0, 270.0, 0.0),(0.7, 0.7, 0.9)
border_tile (7),(57.3, -0.9, -32.9),(270.0, 0.0, 0.0),(0.9, 0.7, 0.8)
border_tile (151),(-61.7, -0.9, 34.1),(270.0, 0.0, 0.0),(0.7, 0.7, 1.0)
mushroom1 (17),(-33.7, 0.1, 64.1),(270.0, 0.0, 0.0),(2.1, 3.2, 1.1)
border_tile (69),(-104.7, 0.1, -66.9),(270.0, 0.0, 0.0),(1.1, 0.8, 0.9)
border_tile (31),(105.3, -0.9, 41.1),(270.0, 0.0, 0.0),(0.9, 0.8, 1.0)
Panzer_II_Ausf_F_static (1),(1.5, -0.9, 140.4),(270.0, 347.5, 0.0),(5.0, 5.0, 5.0)
border_tile (135),(-100.7, -0.9, 44.1),(270.0, 270.0, 0.0),(0.9, 0.7, 0.9)
box (2),(100.3, -0.9, -39.9),(270.0, 0.0, 0.0),(0.9, 0.7, 1.0)
grass1 (16),(46.3, 0.1, -35.9),(0.0, 0.0, 0.0),(0.6, 0.8, 1.0)
border_tile (14),(131.3, -0.9, -83.9),(270.0, 0.0, 0.0),(1.3, 0.9, 1.3)
border_tile (74),(-43.7, 0.1, -35.9),(270.0, 90.0, 0.0),(0.9, 0.7, 0.9)
fence (16),(82.3, 3.1, 110.1),(270.0, 180.0, 0.0),(1.0, 1.0, 1.0)
sideborder (6),(140.3, -0.9, 80.1),(90.0, 90.0, 0.0),(-1.7, -1.0, -1.0)
Panzer_II_Ausf_F_static,(8.9, -0.9, 84.7),(270.0, 16.7, 0.0),(5.0, 5.0, 5.0)
border_tile (116),(-39.7, -0.9, 94.1),(270.0, 0.0, 0.0),(1.0, 0.8, 0.9)
grass1 (17),(49.3, 0.1, -32.9),(0.0, 0.0, 0.0),(0.6, 0.8, 1.0)
fence (6),(50.3, 3.1, -73.9),(270.0, 90.0, 0.0),(1.0, 1.0, 1.0)
border_tile (175),(-65.7, -0.9, 38.1),(270.0, 0.0, 0.0),(0.9, 0.7, 1.0)
fence,(36.3, 3.1, -51.9),(270.0, 180.0, 0.0),(1.0, 1.0, 1.0)
border_tile (177),(-67.7, -0.9, 30.1),(270.0, 0.0, 0.0),(0.6, 0.5, 1.0)
border_tile (144),(-127.7, -0.9, 55.1),(270.0, 360.0, 0.0),(1.1, 1.1, 0.9)
grass1 (6),(72.3, 0.1, -36.9),(0.0, 0.0, 0.0),(0.6, 0.8, 1.0)
border_tile (157),(-102.7, -0.9, 106.1),(270.0, 270.0, 0.0),(0.9, 0.7, 0.9)
tower (12),(-146.7, 14.1, 183.2),(270.0, 0.0, 0.0),(1.0, 1.0, 1.0)
wall,(96.3, -1.9, -187.5),(270.0, 0.0, 0.0),(0.7, 1.8, 0.9)
mushroom1 (28),(92.3, 0.1, 83.1),(270.0, 0.0, 0.0),(2.1, 3.2, 1.1)
road_path (3),(2.5, -0.9, 22.5),(270.0, 90.0, 0.0),(0.2, 0.4, 1.0)
border_tile (158),(-97.7, -0.9, 106.1),(270.0, 270.0, 0.0),(1.1, 0.9, 0.9)
border_tile (85),(-104.7, 0.1, -53.9),(270.0, 0.0, 0.0),(0.9, 0.8, 0.9)
mushroom1 (24),(95.3, 0.1, 119.1),(270.0, 0.0, 0.0),(2.1, 3.2, 1.1)
grass1 (11),(61.3, 0.1, -42.9),(0.0, 0.0, 0.0),(0.6, 0.8, 1.0)
wall (4),(-72.7, -1.9, -187.5),(270.0, 0.0, 0.0),(0.7, 1.8, 0.9)
mushroom1 (23),(103.3, 0.1, 124.1),(270.0, 0.0, 0.0),(2.1, 3.2, 1.1)
border_tile (3),(74.3, -0.9, -40.9),(270.0, 0.0, 0.0),(0.9, 0.8, 0.9)
border_tile (4),(69.3, -0.9, -39.9),(270.0, 0.0, 0.0),(1.1, 1.0, 1.1)
shop_1 (1),(60.4, 10.3, 54.7),(270.0, 90.0, 0.0),(2.0, 2.0, 2.0)
grass1 (3),(84.3, 0.1, -41.9),(0.0, 0.0, 0.0),(0.6, 0.8, 1.0)
border_tile (112),(-39.7, -0.9, 107.1),(270.0, 0.0, 0.0),(1.0, 0.8, 0.9)
Classic_car_1955_style2 (2),(38.9, 1.4, 7.5),(0.0, 90.0, 0.0),(0.2, 0.3, 0.1)
border_tile (101),(-129.7, 0.1, -88.9),(270.0, 0.0, 0.0),(1.1, 0.9, 0.9)
border_tile (142),(-127.7, -0.9, 73.1),(270.0, 360.0, 0.0),(0.9, 0.7, 0.9)
grass1,(84.3, 0.1, -38.9),(0.0, 0.0, 0.0),(0.6, 0.8, 1.0)
border_tile (38),(52.3, -0.9, 38.1),(270.0, 0.0, 0.0),(1.0, 0.8, 0.8)
border_tile (76),(-61.7, 0.1, -35.9),(270.0, 90.0, 0.0),(1.1, 0.9, 0.9)
road_path,(147.3, -0.9, -1.9),(270.0, 0.0, 0.0),(0.2, 0.4, 1.0)
Baker_house (2),(-110.6, -0.2, 75.2),(270.0, 0.0, 0.0),(2.6, 5.1, 4.5)
road (6),(-164.7, -0.9, 108.1),(270.0, 90.0, 0.0),(2.7, 0.4, 1.0)
border_tile (123),(-55.7, -0.9, 115.1),(270.0, 90.0, 0.0),(0.8, 0.7, 0.9)
war_plane_bomber_1,(118.7, 6.1, -53.2),(270.0, 180.0, 0.0),(0.5, 0.5, 0.5)
road_path (4),(169.8, -0.9, 21.1),(270.0, 90.0, 0.0),(0.2, 0.4, 1.0)
mushroom1 (18),(-110.7, 0.1, 113.1),(270.0, 0.0, 0.0),(2.1, 3.2, 1.1)
border_tile (114),(-39.7, -0.9, 90.1),(270.0, 0.0, 0.0),(0.9, 0.7, 0.8)
box (7),(-27.7, -0.4, -120.9),(270.0, 0.0, 0.0),(1.1, 0.8, 1.2)
border_tile (104),(-119.7, 0.1, -79.9),(270.0, 0.0, 0.0),(1.0, 0.9, 0.9)
fence (8),(120.3, 3.1, 30.1),(270.0, 90.0, 0.0),(1.0, 1.0, 1.0)
fence (19),(-78.7, 3.1, 45.1),(270.0, 0.0, 0.0),(1.0, 1.0, 1.0)
border_tile (124),(-62.7, -0.9, 115.1),(270.0, 90.0, 0.0),(0.8, 0.6, 0.9)
border_tile (57),(-34.7, 0.1, -53.9),(270.0, 0.0, 0.0),(0.9, 0.8, 0.9)
road (7),(-164.7, -0.9, -111.9),(270.0, 90.0, 0.0),(2.6, 0.4, 1.0)
mushroom1 (13),(-31.7, 0.1, 101.1),(270.0, 0.0, 0.0),(2.1, 3.2, 1.1)
box (8),(-80.7, 0.1, -34.9),(270.0, 0.0, 0.0),(1.0, 0.8, 1.1)
border_tile (18),(108.3, -0.9, -39.9),(270.0, 0.0, 0.0),(0.9, 0.8, 0.8)
border_tile (67),(-104.7, 0.1, -48.9),(270.0, 0.0, 0.0),(1.0, 0.7, 0.9)
wall (1),(189.3, -1.9, -31.6),(270.0, 90.0, 0.0),(1.8, 1.8, 0.9)
border_tile (5),(64.3, -0.9, -39.9),(270.0, 0.0, 0.0),(0.9, 0.8, 0.9)
fence (3),(122.3, 3.1, -31.9),(270.0, 270.0, 0.0),(1.0, 1.0, 1.0)
border_tile (10),(113.3, -0.9, -39.9),(270.0, 0.0, 0.0),(1.0, 0.9, 1.0)
border_tile (140),(-127.7, -0.9, 69.1),(270.0, 360.0, 0.0),(1.1, 0.9, 0.9)
border_tile (84),(-83.7, 0.1, -35.9),(270.0, 90.0, 0.0),(0.9, 0.8, 0.9)
border_tile (37),(57.3, -0.9, 37.1),(270.0, 0.0, 0.0),(1.2, 1.0, 1.0)
fence (14),(82.3, 3.1, 45.1),(270.0, 0.0, 0.0),(1.0, 1.0, 1.0)
border_tile (70),(-104.7, 0.1, -57.9),(270.0, 0.0, 0.0),(1.1, 0.9, 0.9)
border_tile (82),(-70.7, 0.1, -35.9),(270.0, 90.0, 0.0),(1.1, 0.8, 0.9)
mushroom1 (21),(-87.7, 0.1, 104.1),(270.0, 0.0, 0.0),(2.1, 3.2, 1.1)
Tree_2 (9),(90.6, 5.3, 138.0),(270.0, 0.7, 0.0),(1.0, 1.0, 1.0)
Lamp (26),(21.6, 11.5, 18.9),(270.0, 270.0, 0.0),(0.2, 0.2, 0.2)
Lamp (34),(-20.3, 11.5, 68.9),(270.0, 270.0, 0.0),(0.2, 0.2, 0.2)
Lamp (20),(110.9, 11.5, -22.9),(270.0, 270.0, 0.0),(0.2, 0.2, 0.2)
Tree_1 (17),(45.4, 7.1, -35.6),(270.0, 177.5, 0.0),(1.0, 1.0, 1.0)
Lamp (22),(147.3, 11.5, -46.9),(270.0, 270.0, 0.0),(0.2, 0.2, 0.2)
Tree_4 (22),(87.5, 1.9, 36.6),(270.0, 270.0, 0.0),(0.8, 0.8, 0.6)
Rock (19),(33.9, 2.8, 160.7),(270.0, 131.0, 0.0),(2.8, 2.8, 2.8)
Lamp (23),(147.2, 11.5, -22.9),(270.0, 270.0, 0.0),(0.2, 0.2, 0.2)
Bush (11),(44.8, 0.6, 34.0),(270.0, 90.0, 0.0),(2.2, 2.2, 2.2)
Tree_1 (3),(-63.5, 5.3, -168.9),(270.0, 281.4, 0.0),(1.2, 1.2, 1.2)
Lamp (33),(150.6, 11.5, 68.9),(270.0, 270.0, 0.0),(0.2, 0.2, 0.2)
Lamp (24),(-102.5, 11.5, 18.9),(270.0, 270.0, 0.0),(0.2, 0.2, 0.2)
Tree_4 (20),(-36.8, 2.0, 36.6),(270.0, 270.0, 0.0),(0.8, 0.8, 0.6)
Rock (13),(-70.5, 1.2, -140.9),(270.0, 174.7, 0.0),(1.5, 1.5, 1.5)
Bush (10),(-89.6, 0.6, 34.0),(270.0, 90.0, 0.0),(2.2, 2.2, 2.2)
Tree_2 (7),(90.6, 5.3, -175.3),(270.0, 325.5, 0.0),(1.0, 1.0, 1.0)
Bush (17),(131.0, 0.6, 113.3),(0.0, 0.0, 0.0),(2.2, 2.2, 2.2)
Flowers (11),(-35.4, -0.1, -92.1),(270.0, 270.0, 0.0),(0.5, 0.5, 0.5)
Tree_2 (5),(113.3, 5.3, -159.7),(270.0, 325.5, 0.0),(1.0, 1.0, 1.0)
Fountain1 (2),(-116.6, 3.8, 153.2),(270.0, 270.0, 0.0),(3.0, 3.0, 3.0)
Lamp (31),(27.2, 11.5, 68.9),(270.0, 270.0, 0.0),(0.2, 0.2, 0.2)
Flowers (10),(-35.4, -0.1, -98.3),(270.0, 270.0, 0.0),(0.5, 0.5, 0.5)
Bush (20),(89.4, 0.6, 53.9),(270.0, 90.0, 0.0),(2.2, 2.2, 2.2)
GrassTile (9),(87.2, -3.0, -104.1),(270.0, 180.0, 0.0),(3.4, 5.3, 1.0)
Flowers (8),(-35.4, -0.1, -110.7),(270.0, 270.0, 0.0),(0.5, 0.5, 0.5)
Flowers (7),(-35.4, -0.1, -110.7),(270.0, 270.0, 0.0),(0.5, 0.5, 0.5)
Lamp (13),(22.3, 11.5, -82.6),(270.0, 270.0, 0.0),(0.2, 0.2, 0.2)
Flowers (12),(-35.4, -0.1, -83.9),(270.0, 270.0, 0.0),(0.5, 0.5, 0.5)
Bush (21),(87.5, 0.6, 60.1),(270.0, 90.0, 0.0),(2.2, 2.2, 2.2)
Tree_4 (23),(130.5, 1.0, 61.9),(270.0, 270.0, 0.0),(0.8, 0.5, 0.4)
Lamp (29),(-20.0, 11.5, 18.9),(270.0, 270.0, 0.0),(0.2, 0.2, 0.2)
Tree_1 (15),(-63.5, 5.3, 144.4),(270.0, 281.4, 0.0),(1.2, 1.2, 1.2)
Flowers (9),(-35.4, -0.1, -104.6),(270.0, 270.0, 0.0),(0.5, 0.5, 0.5)
Rock (22),(97.7, 2.8, 165.6),(270.0, 195.7, 0.0),(2.1, 2.1, 2.1)
Tree_2 (11),(121.1, 5.5, 142.0),(270.0, 325.5, 0.0),(1.0, 1.0, 1.0)
Tree_1 (12),(-72.3, 3.3, 46.6),(270.0, 0.0, 0.0),(0.7, 0.7, 0.7)
Flowers (13),(56.2, -0.4, 102.6),(270.0, 270.0, 0.0),(5.8, 4.0, 0.5)
GrassTile (10),(-80.8, -3.2, 100.8),(270.0, 180.0, 0.0),(3.4, 5.3, 1.0)
Tree_1 (8),(39.6, 7.1, -85.6),(270.0, 177.5, 0.0),(1.3, 1.3, 1.3)
Tree_1 (10),(136.5, 6.7, -67.0),(270.0, 177.5, 0.0),(1.3, 1.3, 1.3)
NaturePark,(108.3, 5.3, -338.1),(0.0, 0.0, 0.0),(5.0, 5.0, 4.0)
Bush (15),(-89.6, 0.6, 34.0),(270.0, 90.0, 0.0),(2.2, 2.2, 2.2)
Tree_2 (13),(-33.9, 2.0, 117.9),(270.0, 0.7, 0.0),(0.5, 0.5, 0.5)
GrassTile (8),(-80.8, -3.0, -104.1),(270.0, 180.0, 0.0),(3.4, 5.3, 1.0)
Rock (21),(-31.6, 1.3, 174.0),(270.0, 174.7, 0.0),(1.5, 1.5, 1.5)
Lamp (15),(-145.7, 11.5, -22.9),(270.0, 270.0, 0.0),(0.2, 0.2, 0.2)
Tree_1 (9),(41.0, 7.1, -116.8),(270.0, 177.5, 0.0),(1.3, 1.3, 1.3)
Lamp (30),(150.5, 11.5, 18.9),(270.0, 270.0, 0.0),(0.2, 0.2, 0.2)
Bush (16),(131.0, 0.6, 123.2),(0.0, 0.0, 0.0),(2.2, 2.2, 2.2)
Rock (20),(-31.1, 1.3, 154.8),(270.0, 174.7, 0.0),(1.5, 1.5, 1.5)
Tree_1 (16),(-43.1, 5.3, 168.4),(270.0, 281.4, 0.0),(1.2, 1.2, 1.2)
Tree_1 (7),(40.3, 7.1, -100.8),(270.0, 177.5, 0.0),(1.3, 1.3, 1.3)
Lamp (28),(115.8, 11.5, 18.9),(270.0, 270.0, 0.0),(0.2, 0.2, 0.2)
Tree_1 (6),(-72.3, 3.3, 33.9),(270.0, 0.0, 0.0),(0.7, 0.7, 0.7)
Tree_4 (21),(-34.1, 7.1, 48.3),(270.0, 270.0, 0.0),(0.5, 0.5, 0.4)
Lamp (16),(-17.0, 11.5, -22.9),(270.0, 270.0, 0.0),(0.2, 0.2, 0.2)
Lamp (27),(67.3, 11.5, 18.9),(270.0, 270.0, 0.0),(0.2, 0.2, 0.2)
Fountain1 (1),(-116.6, 3.7, -159.8),(270.0, 270.0, 0.0),(3.0, 3.0, 3.0)
Fountain_1 (1),(67.0, 1.5, -57.5),(270.0, 270.0, 0.0),(2.0, 2.0, 2.0)
Bush (14),(-120.3, 0.6, 34.0),(270.0, 90.0, 0.0),(2.2, 2.2, 2.2)
Rock (17),(31.1, 2.7, -135.8),(270.0, 131.0, 0.0),(2.8, 2.8, 2.8)
Bush (18),(131.0, 0.6, 105.3),(0.0, 0.0, 0.0),(2.2, 2.2, 2.2)
Lamp (18),(-145.7, 11.5, 18.9),(270.0, 270.0, 0.0),(0.2, 0.2, 0.2)
Bush (13),(-110.1, 0.6, 34.0),(270.0, 90.0, 0.0),(2.2, 2.2, 2.2)
Rock (18),(-70.5, 1.3, 172.4),(270.0, 174.7, 0.0),(1.5, 1.5, 1.5)
Tree_1 (18),(87.9, 7.1, -43.7),(270.0, 177.5, 0.0),(1.0, 1.0, 1.0)
Lamp (32),(-145.7, 11.5, 68.9),(270.0, 270.0, 0.0),(0.2, 0.2, 0.2)
Rock (15),(-31.1, 1.5, -158.5),(270.0, 174.7, 0.0),(1.5, 1.5, 1.5)
GrassTile (11),(85.8, -3.2, 100.8),(270.0, 180.0, 0.0),(3.4, 5.3, 1.0)
Bush (19),(39.9, 0.6, 41.6),(270.0, 90.0, 0.0),(2.2, 2.2, 2.2)
Lamp (14),(66.1, 11.5, -22.9),(270.0, 270.0, 0.0),(0.2, 0.2, 0.2)
Tree_1 (14),(-34.9, 3.3, 78.6),(270.0, 0.0, 0.0),(0.7, 0.7, 0.7)
Lamp (12),(-145.7, 11.5, -82.6),(270.0, 270.0, 0.0),(0.2, 0.2, 0.2)
Lamp (11),(-15.7, 11.5, -82.6),(270.0, 270.0, 0.0),(0.2, 0.2, 0.2)
Rock (14),(-31.6, 1.3, -139.2),(270.0, 174.7, 0.0),(1.5, 1.5, 1.5)
Tree_1 (11),(-72.3, 3.3, 33.9),(270.0, 0.0, 0.0),(0.7, 0.7, 0.7)
Lamp (21),(22.6, 11.5, -22.9),(270.0, 270.0, 0.0),(0.2, 0.2, 0.2)
Lamp (19),(-56.8, 11.5, -22.9),(270.0, 270.0, 0.0),(0.2, 0.2, 0.2)
Bush (12),(-99.6, 0.6, 34.0),(270.0, 90.0, 0.0),(2.2, 2.2, 2.2)
Rock (16),(97.7, 2.7, -147.7),(270.0, 195.7, 0.0),(2.1, 2.1, 2.1)
Tree_1 (5),(-43.1, 5.3, -144.6),(270.0, 281.4, 0.0),(1.2, 1.2, 1.2)
Tree_2 (10),(113.3, 5.3, 153.6),(270.0, 325.5, 0.0),(1.0, 1.0, 1.0)
Lamp (17),(-102.0, 11.5, -22.9),(270.0, 270.0, 0.0),(0.2, 0.2, 0.2)
Lamp (25),(-62.7, 11.5, 18.9),(270.0, 270.0, 0.0),(0.2, 0.2, 0.2)
Tree_1 (13),(-72.3, 3.3, 62.3),(270.0, 0.0, 0.0),(0.7, 0.7, 0.7)
Tree_2 (8),(121.1, 5.3, -171.0),(270.0, 325.5, 0.0),(1.0, 1.0, 1.0)
!
